Nombre de la carrera,Dirección,Área del conocimiento,Datos Estadísticos (DGAE-UNAM),Aciertos Mínimos por Examen de Selección,Promedio de corte pase reglamentado,Cupo,Características del aspirante,Descripción de la carrera,Palabras asociadas,Latitud,Longitud,
Investigación Biomédica Básica - Facultad de Medicina,"Facultad de Medicina, Ciudad de México","Ciencias Biológicas, Químicas y de la Salud","La demanda a primer ingreso en esta licenciatura en el ciclo 2023-2024 fue de 863. La asignación total de lugares para esta carrera fue de 70, por lo que de cada 12 estudiantes que demandaron la carrera, ingresó 1. El 64% del alumnado de primer ingreso son mujeres y 36% hombres.",Facultad de Medicina: 107,Facultad de Medicina: 9.38,Asignación total de 70 lugares,"Haber cursado el Área de las Ciencias Biológicas, Químicas y de la Salud. Sólidos conocimientos en biología, química y física. Interés por la investigación científica en el área de la salud y la biomedicina.","El investigador biomédico básico genera conocimiento científico sobre los mecanismos moleculares, celulares y fisiológicos de las enfermedades para contribuir al desarrollo de nuevos tratamientos y estrategias de prevención.","investigación biomédica, biomedicina, ciencias básicas, biología molecular, fisiología, bioquímica, investigación en salud, laboratorio","19,3242","-99,1817",
Lengua y Literaturas Hispánicas - FFyL,"Facultad de Filosofía y Letras, Ciudad de México",Humanidades y de las Artes,"La demanda a primer ingreso en esta licenciatura en el ciclo 2023-2024 fue de 288. La asignación total de lugares para esta carrera fue de 139, por lo que de cada 2 estudiantes que demandaron la carrera, ingresó 1. El 60% del alumnado de primer ingreso son mujeres y 40% hombres.",Facultad de Filosofía y Letras: 63,Facultad de Filosofía y Letras: 7.62,Asignación total de 139 lugares,"Haber cursado el Área de las Humanidades y Artes. Gusto por la lectura, la escritura y el análisis de textos literarios. Interés por la lengua española, su estructura y evolución.","El licenciado en Lengua y Literaturas Hispánicas estudia la lengua española en su historia y estructura, así como la producción literaria en español, desarrollando habilidades de análisis, crítica y creación.","letras hispánicas, literatura española, literatura hispanoamericana, lengua española, lingüística hispánica, análisis literario, crítica literaria","19,3349","-99,1879",
Letras Clásicas - FFyL,"Facultad de Filosofía y Letras, Ciudad de México",Humanidades y de las Artes,"La demanda a primer ingreso en esta licenciatura en el ciclo 2023-2024 fue de 106. La asignación total de lugares para esta carrera fue de 68, por lo que de cada 2 estudiantes que demandaron la carrera, ingresó 1. El 46% del alumnado de primer ingreso son mujeres y 54% hombres.",Facultad de Filosofía y Letras: 58,Facultad de Filosofía y Letras: 7.55,Asignación total de 68 lugares,Haber cursado el Área de las Humanidades y Artes. Interés por las lenguas y culturas clásicas (griego y latín) y su influencia en la civilización occidental. Gusto por la lectura y la investigación filológica.,"El licenciado en Letras Clásicas estudia las lenguas, literaturas y culturas de la antigüedad grecolatina, base de la civilización occidental, desarrollando habilidades de análisis filológico y traducción.","letras clásicas, latín, griego antiguo, filología clásica, literatura grecolatina, cultura clásica, etimologías, traducción","19,3349","-99,1879",
Lingüística Aplicada - ENES Morelia,"ENES Unidad Morelia, Michoacán",Humanidades y de las Artes,"La demanda a primer ingreso en esta licenciatura en el ciclo 2023-2024 fue de 141. La asignación total de lugares para esta carrera fue de 63, por lo que de cada 2 estudiantes que demandaron la carrera, ingresó 1. El 60% del alumnado de primer ingreso son mujeres y 40% hombres.",ENES Unidad Morelia: 55,ENES Unidad Morelia: 7.62,Información no disponible,"Haber cursado el Área de las Humanidades y Artes. Interés por el lenguaje, las lenguas y su aplicación en contextos reales (enseñanza, traducción, políticas lingüísticas). Capacidad de análisis.","El lingüista aplicado utiliza los conocimientos teóricos de la lingüística para resolver problemas relacionados con el lenguaje en ámbitos como la educación, la traducción, la tecnología y la sociedad.","lingüística aplicada, lenguaje, lenguas, enseñanza de lenguas, traducción, psicolingüística, sociolingüística, tecnologías del lenguaje","19,649","-101,225",
Literatura Dramática y Teatro - FFyL,"Facultad de Filosofía y Letras, Ciudad de México",Humanidades y de las Artes,"La demanda a primer ingreso en esta licenciatura en el ciclo 2023-2024 fue de 341. La asignación total de lugares para esta carrera fue de 82, por lo que de cada 4 estudiantes que demandaron la carrera, ingresó 1. El 63% del alumnado de primer ingreso son mujeres y 37% hombres.",Facultad de Filosofía y Letras: 70,Facultad de Filosofía y Letras: 7.84,Asignación total de 82 lugares,"Haber cursado el Área de las Humanidades y Artes. Interés por el teatro, la dramaturgia, la actuación y la puesta en escena. Creatividad, sensibilidad artística y capacidad de trabajo en equipo.","El licenciado en Literatura Dramática y Teatro analiza, crea y pone en escena obras teatrales, combinando el estudio de la teoría dramática con la práctica escénica.","teatro, dramaturgia, actuación, dirección escénica, literatura dramática, puesta en escena, artes escénicas, guionismo teatral","19,3349","-99,1879",
Literatura Intercultural - ENES Morelia,"ENES Unidad Morelia, Michoacán",Humanidades y de las Artes,"La demanda a primer ingreso en esta licenciatura en el ciclo 2023-2024 fue de 89. La asignación total de lugares para esta carrera fue de 57, por lo que de cada 2 estudiantes que demandaron la carrera, ingresó 1. El 56% del alumnado de primer ingreso son mujeres y 44% hombres.",ENES Unidad Morelia: 57,ENES Unidad Morelia: 7.66,Información no disponible,"Haber cursado el Área de las Humanidades y Artes. Interés por la literatura, la diversidad cultural y el diálogo entre culturas. Gusto por la lectura y el análisis crítico.","El licenciado en Literatura Intercultural estudia las expresiones literarias de diferentes culturas, especialmente las originarias de México y América, promoviendo el diálogo intercultural.","literatura, interculturalidad, literatura mexicana, literatura indígena, estudios culturales, diversidad cultural, análisis literario","19,649","-101,225",
Manejo Sustentable de Zonas Costeras - ENES Mérida,"ENES Unidad Mérida, Yucatán","Ciencias Biológicas, Químicas y de la Salud","La demanda a primer ingreso en esta licenciatura en el ciclo 2023-2024 fue de 218. La asignación total de lugares para esta carrera fue de 82, por lo que de cada 3 estudiantes que demandaron la carrera, ingresó 1. El 54% del alumnado de primer ingreso son mujeres y 46% hombres.",ENES Unidad Mérida: 59,ENES Unidad Mérida: 7.59,Asignación total de 82 lugares,"Haber cursado el Área de las Ciencias Biológicas, Químicas y de la Salud. Interés por los ecosistemas costeros, el mar y la sustentabilidad. Gusto por el trabajo de campo y la investigación aplicada.","El licenciado en Manejo Sustentable de Zonas Costeras analiza y gestiona los recursos de las zonas costeras de manera integral, promoviendo su conservación y desarrollo sustentable.","zonas costeras, manejo costero, ecosistemas marinos, sustentabilidad, recursos costeros, oceanografía, ecología marina","21,0496","-89,6204",
Matemáticas - Facultad de Ciencias,"Facultad de Ciencias, Ciudad de México",Ciencias Físico - Matemáticas y de las Ingenierías,"La demanda a primer ingreso en esta licenciatura en el ciclo 2023-2024 fue de 760. La asignación total de lugares para esta carrera fue de 194, por lo que de cada 4 estudiantes que demandaron la carrera, ingresó 1. El 36% del alumnado de primer ingreso son mujeres y 64% hombres.",Facultad de Ciencias: 90,Facultad de Ciencias: 8.50,Asignación total de 194 lugares,"Haber cursado el Área de las Ciencias Físico-Matemáticas. Sólidos conocimientos y gusto por las matemáticas puras. Capacidad de abstracción, razonamiento lógico y demostración formal.","El matemático estudia las propiedades y relaciones de los entes abstractos (números, figuras, estructuras) mediante el razonamiento lógico, desarrollando teorías aplicables a diversas ciencias.","matemáticas, álgebra, geometría, análisis matemático, matemáticas puras, lógica, topología, teoría de números","19,3243","-99,1796",
Matemáticas Aplicadas - Facultad de Ciencias,"Facultad de Ciencias, Ciudad de México",Ciencias Físico - Matemáticas y de las Ingenierías,"La demanda a primer ingreso en esta licenciatura en el ciclo 2023-2024 fue de 338. La asignación total de lugares para esta carrera fue de 73, por lo que de cada 5 estudiantes que demandaron la carrera, ingresó 1. El 41% del alumnado de primer ingreso son mujeres y 59% hombres.",Facultad de Ciencias: 88,Facultad de Ciencias: 8.38,Asignación total de 73 lugares,Haber cursado el Área de las Ciencias Físico-Matemáticas. Gusto por las matemáticas y su aplicación en problemas concretos de otras ciencias o la industria. Capacidad de modelación matemática.,"El matemático aplicado utiliza herramientas matemáticas para modelar, analizar y resolver problemas de otras disciplinas como física, biología, economía o ingeniería.","matemáticas aplicadas, modelación matemática, métodos numéricos, optimización, probabilidad, estadística, matemáticas industriales","19,3243","-99,1796",
Matemáticas Aplicadas y Computación - FES Acatlán,"FES Acatlán, Estado de México",Ciencias Físico - Matemáticas y de las Ingenierías,"La demanda a primer ingreso en esta licenciatura en el ciclo 2023-2024 fue de 1,465. La asignación total de lugares para esta carrera fue de 166, por lo que de cada 9 estudiantes que demandaron la carrera, ingresó 1. El 34% del alumnado de primer ingreso son mujeres y 66% hombres.",FES Acatlán: 75,FES Acatlán: 7.86,Asignación total de 166 lugares,"Haber cursado el Área de las Ciencias Físico-Matemáticas. Interés por las matemáticas, la computación y la aplicación de ambas en la solución de problemas. Gusto por la programación.","El licenciado en Matemáticas Aplicadas y Computación integra el conocimiento matemático con las herramientas computacionales para resolver problemas complejos en ciencia, tecnología e industria.","matemáticas aplicadas, computación, programación, análisis numérico, simulación, optimización, ciencia de datos","19,5135","-99,2484",
Matemáticas para el Desarrollo - ENES León,"ENES Unidad León, Guanajuato",Ciencias Físico - Matemáticas y de las Ingenierías,"La demanda a primer ingreso en esta licenciatura en el ciclo 2023-2024 fue de 38. La asignación total de lugares para esta carrera fue de 28, por lo que de cada 1 estudiante que demandó la carrera, ingresó 1. El 46% del alumnado de primer ingreso son mujeres y 54% hombres.",ENES Unidad León: 45,ENES Unidad León: 7.40,Información no disponible,Haber cursado el Área de las Ciencias Físico-Matemáticas. Interés por las matemáticas y su aplicación en el desarrollo social y económico. Vocación por resolver problemas del entorno.,"El licenciado en Matemáticas para el Desarrollo aplica el razonamiento matemático y computacional para atender problemáticas del desarrollo regional y nacional en áreas como economía, salud y medio ambiente.","matemáticas, desarrollo, modelación, optimización, estadística aplicada, desarrollo regional, matemáticas sociales","21,0382","-101,6589",
